ID,MODEL,PRICE,KM,MFG YEAR,FUEL TYPE,VEHICLE COLOR,VEHICLE TYPE,RATING,RATE COUNT
889,CITY V CVT,1277000,51000,2018,PETROL,MODERN STEEL METALLIC,AMT,4,94
890,CITY V CVT,1258000,52000,2017,PETROL,GOLDEN BROWN METALLIC,AMT,5,53
891,CITY VX MT,1361000,35000,2020,PETROL,PLATINUM WHITE PEARL,MANUAL,3,64
892,CITY VX MT,1248000,55000,2018,PETROL,REDIANT RED METALLIC,MANUAL,5,51
893,CITY VX MT,1328000,45000,2019,PETROL,LUNAR SILVER METALLIC,MANUAL,3,64
894,CITY VX MT,978000,64000,2016,PETROL,MODERN STEEL METALLIC,MANUAL,4,53
895,CITY VX MT,949000,68000,2015,PETROL,GOLDEN BROWN METALLIC,MANUAL,5,42
896,CITY V MT DIESEL,988000,67000,2016,DIESEL,PLATINUM WHITE PEARL,MANUAL,1,86
897,CITY V MT DIESEL,1348000,42000,2019,DIESEL,REDIANT RED METALLIC,MANUAL,5,42
898,CITY V MT DIESEL,1278000,46000,2018,DIESEL,LUNAR SILVER METALLIC,MANUAL,2,59
899,CITY V MT DIESEL,1228000,55000,2017,DIESEL,MODERN STEEL METALLIC,MANUAL,3,43
900,CITY V MT DIESEL,1363000,36000,2020,DIESEL,GOLDEN BROWN METALLIC,MANUAL,4,56
901,CITY ZX MT,1428000,51000,2019,PETROL,PLATINUM WHITE PEARL,MANUAL,5,58
902,CITY ZX MT,1348000,52000,2018,PETROL,REDIANT RED METALLIC,MANUAL,2,75
903,CITY ZX MT,1178000,66000,2016,PETROL,LUNAR SILVER METALLIC,MANUAL,4,79
904,CITY ZX MT,1488000,26000,2020,PETROL,MODERN STEEL METALLIC,MANUAL,5,54
905,CITY ZX MT,1148000,74000,2015,PETROL,GOLDEN BROWN METALLIC,MANUAL,3,69
906,CITY VX CVT,1513000,24000,2020,PETROL,PLATINUM WHITE PEARL,AMT,5,84
907,CITY VX CVT,1188000,74000,2015,PETROL,REDIANT RED METALLIC,AMT,3,85
908,CITY VX CVT,1348000,67000,2018,PETROL,LUNAR SILVER METALLIC,AMT,4,72
909,CITY VX CVT,1378000,64000,2019,PETROL,MODERN STEEL METALLIC,AMT,5,94
910,CITY VX CVT,1248000,61000,2017,PETROL,GOLDEN BROWN METALLIC,AMT,1,63
911,CITY VX MT DIESEL,1318000,70000,2017,DIESEL,PLATINUM WHITE PEARL,MANUAL,5,57
912,CITY VX MT DIESEL,1413000,59000,2018,DIESEL,REDIANT RED METALLIC,MANUAL,2,54
913,CITY VX MT DIESEL,1278000,72000,2016,DIESEL,LUNAR SILVER METALLIC,MANUAL,3,69
914,CITY VX MT DIESEL,1558000,24000,2020,DIESEL,MODERN STEEL METALLIC,MANUAL,4,84
915,CITY VX MT DIESEL,1428000,55000,2019,DIESEL,GOLDEN BROWN METALLIC,MANUAL,5,85
916,CITY ZX CVT,1598000,26000,2020,PETROL,PLATINUM WHITE PEARL,AMT,5,72
917,CITY ZX CVT,1288000,74000,2016,PETROL,REDIANT RED METALLIC,AMT,4,94
918,CITY ZX CVT,1363000,59000,2018,PETROL,LUNAR SILVER METALLIC,AMT,3,63
919,CITY ZX CVT,1468000,67000,2017,PETROL,MODERN STEEL METALLIC,AMT,4,57
920,CITY ZX CVT,1489000,56000,2019,PETROL,GOLDEN BROWN METALLIC,AMT,3,67
921,CITY ZX MT DIESEL,1578000,52000,2019,DIESEL,PLATINUM WHITE PEARL,MANUAL,5,87
922,CITY ZX MT DIESEL,1628000,29000,2020,DIESEL,REDIANT RED METALLIC,MANUAL,5,85
923,CITY ZX MT DIESEL,1328000,78000,2016,DIESEL,LUNAR SILVER METALLIC,MANUAL,3,59
924,CITY ZX MT DIESEL,1378000,71000,2016,DIESEL,MODERN STEEL METALLIC,MANUAL,4,77
925,CITY ZX MT DIESEL,1428000,65000,2017,DIESEL,GOLDEN BROWN METALLIC,MANUAL,5,64
926,AMAZE E PETROL,539000,45000,2019,PETROL,SILVER,MANUAL,1,54
927,AMAZE E PETROL,428000,68000,2016,PETROL,ORCHID WHITE PEARL ,MANUAL,5,85
928,AMAZE E PETROL,378000,74000,2015,PETROL,MODERN STEEL METALLIC,MANUAL,2,64
929,AMAZE E PETROL,478000,64000,2017,PETROL,GOLDEN BROWN METALLIC,MANUAL,3,79
930,AMAZE E PETROL,623000,38000,2020,PETROL,RADIANT RED,MANUAL,4,82
931,AMAZE E PETROL,518000,45000,2018,PETROL,LUNAR SILVER,MANUAL,5,76
932,AMAZE S PETROL,713000,38000,2020,PETROL,SILVER,MANUAL,2,83
933,AMAZE S PETROL,853000,58000,2018,PETROL,ORCHID WHITE PEARL ,MANUAL,4,81
934,AMAZE S PETROL,678000,52000,2019,PETROL,MODERN STEEL METALLIC,MANUAL,5,91
935,AMAZE S PETROL,428000,73000,2015,PETROL,GOLDEN BROWN METALLIC,MANUAL,3,54
936,AMAZE S PETROL,478000,67000,2016,PETROL,RADIANT RED,MANUAL,5,84
937,AMAZE S PETROL,628000,65000,2017,PETROL,LUNAR SILVER,MANUAL,3,59
938,AMAZE SPECIAL EDITION,648000,65000,2017,PETROL,SILVER,MANUAL,4,64
939,AMAZE SPECIAL EDITION,748000,38000,2020,PETROL,ORCHID WHITE PEARL ,MANUAL,5,71
940,AMAZE SPECIAL EDITION,448000,75000,2015,PETROL,MODERN STEEL METALLIC,MANUAL,1,54
941,AMAZE SPECIAL EDITION,413000,51000,2019,PETROL,GOLDEN BROWN METALLIC,MANUAL,5,69
942,AMAZE SPECIAL EDITION,488000,67000,2016,PETROL,RADIANT RED,MANUAL,2,64
943,AMAZE SPECIAL EDITION,668000,55000,2018,PETROL,LUNAR SILVER,MANUAL,3,67
944,AMAZE V PETROL,669000,71000,2017,PETROL,SILVER,MANUAL,4,54
945,AMAZE V PETROL,778000,35000,2020,PETROL,ORCHID WHITE PEARL ,MANUAL,5,77
946,AMAZE V PETROL,738000,52000,2019,PETROL,MODERN STEEL METALLIC,MANUAL,5,52
947,AMAZE V PETROL,513000,75000,2016,PETROL,GOLDEN BROWN METALLIC,MANUAL,4,91
948,AMAZE V PETROL,468000,78000,2015,PETROL,RADIANT RED,MANUAL,3,64
949,AMAZE V PETROL,688000,58000,2018,PETROL,LUNAR SILVER,MANUAL,4,62
950,AMAZE E DIESEL,748000,53000,2019,DIESEL,SILVER,MANUAL,3,51
951,AMAZE E DIESEL,528000,76000,2016,DIESEL,ORCHID WHITE PEARL ,MANUAL,5,59
952,AMAZE E DIESEL,807000,34000,2020,DIESEL,MODERN STEEL METALLIC,MANUAL,2,86
953,AMAZE E DIESEL,678000,70000,2017,DIESEL,GOLDEN BROWN METALLIC,MANUAL,4,72
954,AMAZE E DIESEL,478000,75000,2015,DIESEL,RADIANT RED,MANUAL,5,58
955,AMAZE E DIESEL,713000,59000,2018,DIESEL,LUNAR SILVER,MANUAL,2,90
956,AMAZE S CVT PETROL,817000,75000,2016,PETROL,SILVER,AMT,4,74
957,AMAZE S CVT PETROL,778000,52000,2019,PETROL,ORCHID WHITE PEARL ,AMT,5,55
958,AMAZE S CVT PETROL,748000,36000,2020,PETROL,MODERN STEEL METALLIC,AMT,2,64
959,AMAZE S CVT PETROL,723000,60000,2018,PETROL,GOLDEN BROWN METALLIC,AMT,4,52
960,AMAZE S CVT PETROL,528000,78000,2015,PETROL,RADIANT RED,AMT,5,68
961,AMAZE S CVT PETROL,706000,71000,2017,PETROL,LUNAR SILVER,AMT,3,45
962,AMAZE SPECIAL EDITION CVT,548000,74000,2015,PETROL,SILVER,AMT,5,71
963,AMAZE SPECIAL EDITION CVT,828000,51000,2019,PETROL,ORCHID WHITE PEARL ,AMT,3,54
964,AMAZE SPECIAL EDITION CVT,743000,57000,2018,PETROL,MODERN STEEL METALLIC,AMT,4,69
965,AMAZE SPECIAL EDITION CVT,868000,24000,2020,PETROL,GOLDEN BROWN METALLIC,AMT,3,64
966,AMAZE SPECIAL EDITION CVT,638000,68000,2016,PETROL,RADIANT RED,AMT,5,67
967,AMAZE SPECIAL EDITION CVT,728000,66000,2017,PETROL,LUNAR SILVER,AMT,3,54
968,AMAZE EXCLUSIVE EDITION PETROL,748000,61000,2019,PETROL,SILVER,MANUAL,4,77
969,AMAZE EXCLUSIVE EDITION PETROL,758000,78000,2018,PETROL,ORCHID WHITE PEARL ,MANUAL,5,52
970,AMAZE EXCLUSIVE EDITION PETROL,878000,38000,2020,PETROL,MODERN STEEL METALLIC,MANUAL,1,91
971,AMAZE EXCLUSIVE EDITION PETROL,738000,72000,2017,PETROL,GOLDEN BROWN METALLIC,MANUAL,5,64
972,AMAZE EXCLUSIVE EDITION PETROL,847000,81000,2016,PETROL,RADIANT RED,MANUAL,2,62
973,AMAZE EXCLUSIVE EDITION PETROL,588000,85000,2015,PETROL,LUNAR SILVER,MANUAL,3,51
974,AMAZE VX PETROL,648000,64000,2017,PETROL,SILVER,MANUAL,4,59
975,AMAZE VX PETROL,579000,75000,2016,PETROL,ORCHID WHITE PEARL ,MANUAL,5,86
976,AMAZE VX PETROL,728000,60000,2018,PETROL,MODERN STEEL METALLIC,MANUAL,2,72
977,AMAZE VX PETROL,848000,54000,2019,PETROL,GOLDEN BROWN METALLIC,MANUAL,4,58
978,AMAZE VX PETROL,526000,84000,2015,PETROL,RADIANT RED,MANUAL,5,90
979,AMAZE VX PETROL,858000,36000,2020,PETROL,LUNAR SILVER,MANUAL,3,74
980,AMAZE S DIESEL,888000,38000,2020,DIESEL,SILVER,MANUAL,5,55
981,AMAZE S DIESEL,551000,72000,2015,DIESEL,ORCHID WHITE PEARL ,MANUAL,3,64
982,AMAZE S DIESEL,648000,71000,2016,DIESEL,MODERN STEEL METALLIC,MANUAL,4,52
983,AMAZE S DIESEL,848000,50000,2019,DIESEL,GOLDEN BROWN METALLIC,MANUAL,5,68
984,AMAZE S DIESEL,818000,53000,2018,DIESEL,RADIANT RED,MANUAL,1,52
985,AMAZE S DIESEL,768000,66000,2017,DIESEL,LUNAR SILVER,MANUAL,5,91
986,AMAZE  SPECIAL EDITION DIESEL,918000,34000,2020,DIESEL,SILVER,MANUAL,2,64
987,AMAZE  SPECIAL EDITION DIESEL,658000,68000,2017,DIESEL,ORCHID WHITE PEARL ,MANUAL,3,62
988,AMAZE  SPECIAL EDITION DIESEL,597000,74000,2015,DIESEL,MODERN STEEL METALLIC,MANUAL,4,51
989,AMAZE  SPECIAL EDITION DIESEL,878000,47000,2019,DIESEL,GOLDEN BROWN METALLIC,MANUAL,5,59
990,AMAZE  SPECIAL EDITION DIESEL,788000,55000,2018,DIESEL,RADIANT RED,MANUAL,5,86
991,AMAZE  SPECIAL EDITION DIESEL,618000,70000,2016,DIESEL,LUNAR SILVER,MANUAL,4,72
992,AMAZE V CVT PETROL,883000,46000,2019,PETROL,SILVER,AMT,3,58
993,AMAZE V CVT PETROL,548000,64000,2015,PETROL,ORCHID WHITE PEARL ,AMT,2,90
994,AMAZE V CVT PETROL,628000,62000,2018,PETROL,MODERN STEEL METALLIC,AMT,5,74
995,AMAZE V CVT PETROL,688000,55000,2017,PETROL,GOLDEN BROWN METALLIC,AMT,4,55
996,AMAZE V CVT PETROL,793000,50000,2019,PETROL,RADIANT RED,AMT,2,64
997,AMAZE V CVT PETROL,928000,28000,2020,PETROL,LUNAR SILVER,AMT,3,52
998,AMAZE V DIESEL,878000,52000,2019,DIESEL,SILVER,MANUAL,5,68
999,AMAZE V DIESEL,918000,38000,2020,DIESEL,ORCHID WHITE PEARL ,MANUAL,4,45
1000,AMAZE V DIESEL,628000,71000,2015,DIESEL,MODERN STEEL METALLIC,MANUAL,3,71
1001,AMAZE V DIESEL,678000,67000,2016,DIESEL,GOLDEN BROWN METALLIC,MANUAL,5,54
1002,AMAZE V DIESEL,758000,53000,2017,DIESEL,RADIANT RED,MANUAL,3,69
1003,AMAZE V DIESEL,848000,52000,2018,DIESEL,LUNAR SILVER,MANUAL,4,64
1004,AMAZE EXCLUSIVE EDITION CVT PETROL,778000,63000,2017,PETROL,SILVER,AMT,3,67
1005,AMAZE EXCLUSIVE EDITION CVT PETROL,878000,56000,2018,PETROL,ORCHID WHITE PEARL ,AMT,5,54
1006,AMAZE EXCLUSIVE EDITION CVT PETROL,938000,44000,2019,PETROL,MODERN STEEL METALLIC,AMT,2,77
1007,AMAZE EXCLUSIVE EDITION CVT PETROL,678000,76000,2018,PETROL,GOLDEN BROWN METALLIC,AMT,4,52
1008,AMAZE EXCLUSIVE EDITION CVT PETROL,718000,71000,2016,PETROL,RADIANT RED,AMT,5,91
1009,AMAZE EXCLUSIVE EDITION CVT PETROL,958000,30000,2020,PETROL,LUNAR SILVER,AMT,2,64
1010,AMAZE VX CVT PETROL,978000,37000,2020,PETROL,SILVER,AMT,4,62
1011,AMAZE VX CVT PETROL,958000,49000,2019,PETROL,ORCHID WHITE PEARL ,AMT,5,51
1012,AMAZE VX CVT PETROL,928000,61000,2018,PETROL,MODERN STEEL METALLIC,AMT,2,59
1013,AMAZE VX CVT PETROL,688000,71000,2015,PETROL,GOLDEN BROWN METALLIC,AMT,4,58
1014,AMAZE VX CVT PETROL,788000,63000,2017,PETROL,RADIANT RED,AMT,5,90
1015,AMAZE VX CVT PETROL,728000,64000,2016,PETROL,LUNAR SILVER,AMT,3,74
1016,AMAZE S CVT DIESEL,793000,55000,2017,DIESEL,SILVER,AMT,5,55
1017,AMAZE S CVT DIESEL,938000,52000,2018,DIESEL,ORCHID WHITE PEARL ,AMT,3,64
1018,AMAZE S CVT DIESEL,706000,74000,2015,DIESEL,MODERN STEEL METALLIC,AMT,4,52
1019,AMAZE S CVT DIESEL,988000,35000,2020,DIESEL,GOLDEN BROWN METALLIC,AMT,5,68
1020,AMAZE S CVT DIESEL,748000,68000,2016,DIESEL,RADIANT RED,AMT,1,52
1021,AMAZE S CVT DIESEL,967000,46000,2019,DIESEL,LUNAR SILVER,AMT,5,91
1022,AMAZE SPECIAL EDITION CVT DIESEL,758000,68000,2016,DIESEL,SILVER,AMT,2,64
1023,AMAZE SPECIAL EDITION CVT DIESEL,848000,65000,2017,DIESEL,ORCHID WHITE PEARL ,AMT,3,62
1024,AMAZE SPECIAL EDITION CVT DIESEL,918000,56000,2018,DIESEL,MODERN STEEL METALLIC,AMT,4,51
1025,AMAZE SPECIAL EDITION CVT DIESEL,718000,720000,2015,DIESEL,GOLDEN BROWN METALLIC,AMT,5,59
1026,AMAZE SPECIAL EDITION CVT DIESEL,1034000,26000,2020,DIESEL,RADIANT RED,AMT,2,86
1027,AMAZE SPECIAL EDITION CVT DIESEL,948000,48000,2019,DIESEL,LUNAR SILVER,AMT,4,72
1028,AMAZE EXCLUSIVE EDITION DIESEL,778000,74000,2016,DIESEL,SILVER,MANUAL,5,58
1029,AMAZE EXCLUSIVE EDITION DIESEL,1059000,34000,2020,DIESEL,ORCHID WHITE PEARL ,MANUAL,3,90
1030,AMAZE EXCLUSIVE EDITION DIESEL,848000,68000,2017,DIESEL,MODERN STEEL METALLIC,MANUAL,5,74
1031,AMAZE EXCLUSIVE EDITION DIESEL,928000,56000,2018,DIESEL,GOLDEN BROWN METALLIC,MANUAL,3,55
1032,AMAZE EXCLUSIVE EDITION DIESEL,1058000,40000,2020,DIESEL,RADIANT RED,MANUAL,4,64
1033,AMAZE EXCLUSIVE EDITION DIESEL,958000,48000,2019,DIESEL,LUNAR SILVER,MANUAL,5,52
1034,AMAZE VX DIESEL,913000,57000,2018,DIESEL,SILVER,MANUAL,1,68
1035,AMAZE VX DIESEL,988000,38000,2020,DIESEL,ORCHID WHITE PEARL ,MANUAL,5,45
1036,AMAZE VX DIESEL,838000,63000,2017,DIESEL,MODERN STEEL METALLIC,MANUAL,2,71
1037,AMAZE VX DIESEL,938000,52000,2019,DIESEL,GOLDEN BROWN METALLIC,MANUAL,3,54
1038,AMAZE VX DIESEL,748000,67000,2016,DIESEL,RADIANT RED,MANUAL,4,69
1039,AMAZE VX DIESEL,718000,72000,2015,DIESEL,LUNAR SILVER,MANUAL,5,64
1040,AMAZE V CVT DIESEL,1038000,35000,2020,DIESEL,SILVER,AMT,5,67
1041,AMAZE V CVT DIESEL,1048000,28000,2020,DIESEL,ORCHID WHITE PEARL ,AMT,4,90
1042,AMAZE V CVT DIESEL,923000,55000,2018,DIESEL,MODERN STEEL METALLIC,AMT,3,74
1043,AMAZE V CVT DIESEL,948000,49000,2019,DIESEL,GOLDEN BROWN METALLIC,AMT,4,55
1044,AMAZE V CVT DIESEL,723000,67000,2015,DIESEL,RADIANT RED,AMT,3,64
1045,AMAZE V CVT DIESEL,838000,57000,2017,DIESEL,LUNAR SILVER,AMT,5,52
1046,AMAZE V CVT DIESEL,768000,62000,2016,DIESEL,SILVER,AMT,5,68
1047,AMAZE EXCLUSIVE EDITION CVT DIESEL,1088000,34000,2020,DIESEL,ORCHID WHITE PEARL ,AMT,3,45
1048,AMAZE EXCLUSIVE EDITION CVT DIESEL,948000,60000,2018,DIESEL,MODERN STEEL METALLIC,AMT,4,71
1049,AMAZE EXCLUSIVE EDITION CVT DIESEL,1053000,48000,2019,DIESEL,GOLDEN BROWN METALLIC,AMT,5,54
1050,AMAZE EXCLUSIVE EDITION CVT DIESEL,778000,68000,2017,DIESEL,RADIANT RED,AMT,1,69
1051,AMAZE EXCLUSIVE EDITION CVT DIESEL,728000,70000,2016,DIESEL,LUNAR SILVER,AMT,5,64
1052,AMAZE VX CVT DIESEL,778000,61000,2016,DIESEL,SILVER,AMT,2,67
1053,AMAZE VX CVT DIESEL,928000,27000,2019,DIESEL,ORCHID WHITE PEARL ,AMT,3,54
1054,AMAZE VX CVT DIESEL,848000,70000,2017,DIESEL,MODERN STEEL METALLIC,AMT,4,77
1055,AMAZE VX CVT DIESEL,728000,77000,2015,DIESEL,GOLDEN BROWN METALLIC,AMT,5,52
1056,AMAZE VX CVT DIESEL,1048000,43000,2020,DIESEL,RADIANT RED,AMT,2,91
1057,AMAZE VX CVT DIESEL,878000,55000,2018,DIESEL,LUNAR SILVER,AMT,4,64
1058,CIVIC V,1848000,52000,2018,PETROL,PLATINUM WHITE PEARL,AMT,5,62
1059,CIVIC V,1778000,65000,2017,PETROL,MODERN STEEL METALLIC,AMT,3,51
1060,CIVIC V,1728000,68000,2016,PETROL,GOLDEN BROWN METALLIC,AMT,5,59
1061,CIVIC V,2018000,54000,2019,PETROL,RADIANT RED METALLIC,AMT,3,58
1062,CIVIC V,2128000,34000,2018,PETROL,LUNAR SILVER,AMT,4,90
1063,CIVIC VX ,1977000,75000,2016,PETROL,PLATINUM WHITE PEARL,AMT,5,74
1064,CIVIC VX ,2148000,54000,2018,PETROL,MODERN STEEL METALLIC,AMT,1,55
1065,CIVIC VX ,1966000,78000,2015,PETROL,GOLDEN BROWN METALLIC,AMT,5,64
1066,CIVIC VX ,2318000,51000,2019,PETROL,RADIANT RED METALLIC,AMT,2,52
1067,CIVIC VX ,2148000,54000,2018,PETROL,LUNAR SILVER,AMT,3,68
1068,CIVIC VX ,2028000,71000,2017,DIESEL,PLATINUM WHITE PEARL,MANUAL,4,52
1069,CIVIC VX DIESEL,2418000,64000,2017,DIESEL,MODERN STEEL METALLIC,MANUAL,5,91
1070,CIVIC VX DIESEL,2547000,36000,2020,DIESEL,GOLDEN BROWN METALLIC,MANUAL,5,64
1071,CIVIC VX DIESEL,2516000,49000,2019,DIESEL,RADIANT RED METALLIC,MANUAL,4,62
1072,CIVIC VX DIESEL,2577000,24000,2020,DIESEL,LUNAR SILVER,MANUAL,3,51
1073,CIVIC VX DIESEL,2458000,54000,2018,PETROL,PLATINUM WHITE PEARL,AMT,4,59
1074,CIVIC ZX,2478000,44000,2018,PETROL,MODERN STEEL METALLIC,AMT,3,86
1075,CIVIC ZX,2548000,41000,2019,PETROL,GOLDEN BROWN METALLIC,AMT,5,72
1076,CIVIC ZX,2428000,50000,2017,PETROL,RADIANT RED METALLIC,AMT,2,58
1077,CIVIC ZX,2588000,37000,2020,PETROL,LUNAR SILVER,AMT,4,90
1078,CIVIC ZX DIESEL,2418000,68000,2016,DIESEL,PLATINUM WHITE PEARL,MANUAL,5,74
1079,CIVIC ZX DIESEL,2548000,64000,2017,DIESEL,MODERN STEEL METALLIC,MANUAL,2,55
1080,CIVIC ZX DIESEL,2678000,45000,2019,DIESEL,GOLDEN BROWN METALLIC,MANUAL,4,47
1081,CIVIC ZX DIESEL,2726000,38000,2020,DIESEL,RADIANT RED METALLIC,MANUAL,5,65
1082,CIVIC ZX DIESEL,2578000,61000,2018,DIESEL,LUNAR SILVER,MANUAL,2,42
1083,WR-V SV,618000,71000,2017,PETROL,REDIANT RED METALLIC,MANUAL,4,86
1084,WR-V SV,858000,48000,2019,PETROL,WHITE ORCHID PEARL,MANUAL,5,94
1085,WR-V SV,878000,41000,2020,PETROL,MODERN STEEL METALLIC,MANUAL,3,75
1086,WR-V SV,618000,71000,2017,PETROL,GOLDEN BROWN METALLIC,MANUAL,5,66
1087,WR-V SV,728000,59000,2018,PETROL,PREMIUM AMBER,MANUAL,3,53
1088,WR-V SV,578000,78000,2016,PETROL,LUNAR SILVER,MANUAL,4,64
1089,WR-V EXCLUSIVE EDITION PETROL,828000,63000,2017,PETROL,REDIANT RED METALLIC,MANUAL,3,58
1090,WR-V EXCLUSIVE EDITION PETROL,818000,72000,2017,PETROL,WHITE ORCHID PEARL,MANUAL,5,64
1091,WR-V EXCLUSIVE EDITION PETROL,1018000,42000,2020,PETROL,MODERN STEEL METALLIC,MANUAL,3,57
1092,WR-V EXCLUSIVE EDITION PETROL,928000,61000,2019,PETROL,GOLDEN BROWN METALLIC,MANUAL,4,59
1093,WR-V EXCLUSIVE EDITION PETROL,778000,73000,2016,PETROL,PREMIUM AMBER,MANUAL,5,46
1094,WR-V EXCLUSIVE EDITION PETROL,848000,67000,2018,PETROL,LUNAR SILVER,MANUAL,1,58
1095,WR-V VX,748000,77000,2016,PETROL,REDIANT RED METALLIC,MANUAL,5,76
1096,WR-V VX,939000,52000,2019,PETROL,WHITE ORCHID PEARL,MANUAL,2,94
1097,WR-V VX,928000,63000,2018,PETROL,MODERN STEEL METALLIC,MANUAL,3,53
1098,WR-V VX,788000,58000,2017,PETROL,GOLDEN BROWN METALLIC,MANUAL,4,64
1099,WR-V VX,923000,68000,2018,PETROL,PREMIUM AMBER,MANUAL,5,51
1100,WR-V VX,1055000,48000,2020,PETROL,LUNAR SILVER,MANUAL,2,64
1101,WR-V SV DIESEL,773000,68000,2017,DIESEL,REDIANT RED METALLIC,MANUAL,4,53
1102,WR-V SV DIESEL,948000,55000,2019,DIESEL,WHITE ORCHID PEARL,MANUAL,5,42
1103,WR-V SV DIESEL,1068000,47000,2020,DIESEL,MODERN STEEL METALLIC,MANUAL,3,86
1104,WR-V SV DIESEL,728000,77000,2015,DIESEL,GOLDEN BROWN METALLIC,MANUAL,5,42
1105,WR-V SV DIESEL,753000,70000,2016,DIESEL,PREMIUM AMBER,MANUAL,3,59
1106,WR-V SV DIESEL,838000,54000,2018,DIESEL,LUNAR SILVER,MANUAL,4,43
1107,WR-V EXCLUSIVE EDITION DIESEL,1018000,68000,2017,DIESEL,REDIANT RED METALLIC,MANUAL,5,56
1108,WR-V EXCLUSIVE EDITION DIESEL,1128000,57000,2018,DIESEL,WHITE ORCHID PEARL,MANUAL,1,58
1109,WR-V EXCLUSIVE EDITION DIESEL,918000,81000,2015,DIESEL,MODERN STEEL METALLIC,MANUAL,5,75
1110,WR-V EXCLUSIVE EDITION DIESEL,1278000,49000,2019,DIESEL,GOLDEN BROWN METALLIC,MANUAL,2,79
1111,WR-V EXCLUSIVE EDITION DIESEL,1253000,40000,2020,DIESEL,PREMIUM AMBER,MANUAL,3,56
1112,WR-V EXCLUSIVE EDITION DIESEL,948000,74000,2016,DIESEL,LUNAR SILVER,MANUAL,4,86
1113,WR-V VX DIESEL,948000,67000,2017,DIESEL,REDIANT RED METALLIC,MANUAL,5,45
1114,WR-V VX DIESEL,1128000,49000,2019,DIESEL,WHITE ORCHID PEARL,MANUAL,5,78
1115,WR-V VX DIESEL,1018000,57000,2018,DIESEL,MODERN STEEL METALLIC,MANUAL,4,89
1116,WR-V VX DIESEL,928000,72000,2016,DIESEL,GOLDEN BROWN METALLIC,MANUAL,3,98
1117,WR-V VX DIESEL,1178000,28000,2020,DIESEL,PREMIUM AMBER,MANUAL,2,86
1118,WR-V VX DIESEL,818000,76000,2015,DIESEL,LUNAR SILVER,MANUAL,5,65
1119,JAZZ V,578000,70000,2017,PETROL,REDIANT RED METALLIC,MANUAL,4,57
1120,JAZZ V,518000,72000,2016,PETROL,WHITE ORCHID PEARL,MANUAL,2,52
1121,JAZZ V,638000,68000,2018,PETROL,LUNAR SILVER METALLIC,MANUAL,3,68
1122,JAZZ V,758000,61000,2019,PETROL,MODERN STEEL METALLIC,MANUAL,5,45
1123,JAZZ V,848000,41000,2020,PETROL,GOLDEN BROWN METALLIC,MANUAL,4,71
1124,JAZZ VX,548000,71000,2016,PETROL,REDIANT RED METALLIC,MANUAL,3,54
1125,JAZZ VX,768000,50000,2019,PETROL,WHITE ORCHID PEARL,MANUAL,5,69
1126,JAZZ VX,858000,40000,2020,PETROL,LUNAR SILVER METALLIC,MANUAL,3,64
1127,JAZZ VX,619000,67000,2017,PETROL,MODERN STEEL METALLIC,MANUAL,4,67
1128,JAZZ VX,659000,59000,2018,PETROL,GOLDEN BROWN METALLIC,MANUAL,3,90
1129,JAZZ V CVT,848000,63000,2018,PETROL,REDIANT RED METALLIC,AMT,5,74
1130,JAZZ V CVT,758000,62000,2017,PETROL,WHITE ORCHID PEARL,AMT,2,55
1131,JAZZ V CVT,828000,60000,2019,PETROL,LUNAR SILVER METALLIC,AMT,4,64
1132,JAZZ V CVT,953000,34000,2020,PETROL,MODERN STEEL METALLIC,AMT,5,52
1133,JAZZ V CVT,718000,76000,2016,PETROL,GOLDEN BROWN METALLIC,AMT,2,68
1134,JAZZ ZX,768000,60000,2017,PETROL,REDIANT RED METALLIC,MANUAL,4,45
1135,JAZZ ZX,853000,68000,2018,PETROL,WHITE ORCHID PEARL,MANUAL,5,71
1136,JAZZ ZX,938000,57000,2019,PETROL,LUNAR SILVER METALLIC,MANUAL,2,54
1137,JAZZ ZX,728000,76000,2016,PETROL,MODERN STEEL METALLIC,MANUAL,4,69
1138,JAZZ ZX,978000,29000,2020,PETROL,GOLDEN BROWN METALLIC,MANUAL,5,64
1139,JAZZ VX CVT,759000,76000,2017,PETROL,REDIANT RED METALLIC,AMT,3,67
1140,JAZZ VX CVT,729000,78000,2016,PETROL,WHITE ORCHID PEARL,AMT,5,54
1141,JAZZ VX CVT,978000,55000,2019,PETROL,LUNAR SILVER METALLIC,AMT,3,77
1142,JAZZ VX CVT,858000,68000,2019,PETROL,MODERN STEEL METALLIC,AMT,4,52
1143,JAZZ VX CVT,728000,78000,2020,PETROL,GOLDEN BROWN METALLIC,AMT,5,91
1144,JAZZ ZX CVT,858000,79000,2017,PETROL,REDIANT RED METALLIC,AMT,1,64
1145,JAZZ ZX CVT,1018000,84000,2019,PETROL,WHITE ORCHID PEARL,AMT,5,62
1146,JAZZ ZX CVT,818000,79000,2016,PETROL,LUNAR SILVER METALLIC,AMT,2,51
1147,JAZZ ZX CVT,1078000,42000,2020,PETROL,MODERN STEEL METALLIC,AMT,3,59
1148,JAZZ ZX CVT,948000,65000,2018,PETROL,GOLDEN BROWN METALLIC,AMT,4,58
1149,CR-V 2.0 CVT,3318000,68000,2018,PETROL,REDIANT RED METALLIC,AMT,5,90
1150,CR-V 2.0 CVT,3378000,61000,2019,PETROL,WHITE ORCHID PEARL,AMT,2,74
