CITY 4TH GENERATION SV MT  |  RS. 915000  |  65000  KM  ,PRICE,KM,MFG YEAR,VEHICLE COLOR,FUEL TYPE,VEHICLE TYPE
VITARA BREEZA VXI AT  |  RS. 1026000  |  19000  KM  ,986000,12000,2019,SIZZLING RED ,PETROL,AMT
VITARA BREEZA ZXI PLUS  |  RS. 973000  |  36000  KM  ,1026000,19000,2017,PREMIUM SILVER ,PETROL,AMT
VITARA BREEZA ZXI PLUS  |  RS. 1081000  |  15000  KM  ,973000,36000,2016,TORQUE BLUE,PETROL,MANUAL
VITARA BREEZA ZXI PLUS  |  RS. 1026000  |  13000  KM  ,1081000,15000,2019,GRANITE GREY,PETROL,MANUAL
VITARA BREEZA ZXI PLUS  |  RS. 1016000  |  20000  KM  ,1026000,13000,2020, GRANITE GREY WITH AUTUMN ORANGE ROOF,PETROL,MANUAL
VITARA BREEZA ZXI PLUS  |  RS. 967000  |  37000  KM  ,1016000,20000,2018,SIZZLING RED WITH MIDNIGHT BLACK ROOF,PETROL,MANUAL
VITARA BREEZA ZXI PLUS  |  RS. 1033000  |  29000  KM  ,967000,37000,2016,AUTUMN ORANGE,PETROL,MANUAL
VITARA BREEZA ZXI PLUS  |  RS. 971000  |  36000  KM  ,1033000,29000,2017,TORQUE BLUE WITH MIGNIGHT BLACK ROOF,PETROL,MANUAL
VITARA BREEZA ZXI PLUS  |  RS. 1014000  |  21000  KM  ,971000,36000,2016,SIZZLING RED ,PETROL,MANUAL
 VITARA BREEZA ZXI PLUS DUAL TONE  |  RS. 1063000  |  33000  KM  ,1014000,21000,2018,PREMIUM SILVER ,PETROL,MANUAL
 VITARA BREEZA ZXI PLUS DUAL TONE  |  RS. 1086000  |  22000  KM  ,1063000,33000,2017,TORQUE BLUE,PETROL,MANUAL
 VITARA BREEZA ZXI PLUS DUAL TONE  |  RS. 1191000  |  11000  KM  ,1086000,22000,2019,GRANITE GREY,PETROL,MANUAL
 VITARA BREEZA ZXI PLUS DUAL TONE  |  RS. 1084000  |  18000  KM  ,1191000,11000,2020, GRANITE GREY WITH AUTUMN ORANGE ROOF,PETROL,MANUAL
 VITARA BREEZA ZXI PLUS DUAL TONE  |  RS. 1061000  |  27000  KM  ,1084000,18000,2018,SIZZLING RED WITH MIDNIGHT BLACK ROOF,PETROL,MANUAL
 VITARA BREEZA ZXI PLUS DUAL TONE  |  RS. 1051000  |  42000  KM  ,1061000,27000,2017,AUTUMN ORANGE,PETROL,MANUAL
 VITARA BREEZA ZXI PLUS DUAL TONE  |  RS. 1081000  |  19000  KM  ,1051000,42000,2016,TORQUE BLUE WITH MIGNIGHT BLACK ROOF,PETROL,MANUAL
 VITARA BREEZA ZXI PLUS DUAL TONE  |  RS. 1071000  |  31000  KM  ,1081000,19000,2018,SIZZLING RED ,PETROL,MANUAL
VITARA BREEZA ZXI AT  |  RS. 1191000  |  14000  KM  ,1071000,31000,2017,PREMIUM SILVER ,PETROL,MANUAL
VITARA BREEZA ZXI AT  |  RS. 1100000  |  13000  KM  ,1191000,14000,2019,TORQUE BLUE,PETROL,AMT
VITARA BREEZA ZXI AT  |  RS. 1141000  |  22000  KM  ,1100000,13000,2020,GRANITE GREY,PETROL,AMT
VITARA BREEZA ZXI AT  |  RS. 1051000  |  39000  KM  ,1141000,22000,2018, GRANITE GREY WITH AUTUMN ORANGE ROOF,PETROL,AMT
VITARA BREEZA ZXI AT  |  RS. 1052000  |  37000  KM  ,1051000,39000,2016,SIZZLING RED WITH MIDNIGHT BLACK ROOF,PETROL,AMT
VITARA BREEZA ZXI AT  |  RS. 1200000  |  11000  KM  ,1052000,37000,2016,AUTUMN ORANGE,PETROL,AMT
VITARA BREEZA ZXI AT  |  RS. 1151000  |  23000  KM  ,1200000,11000,2020,TORQUE BLUE WITH MIGNIGHT BLACK ROOF,PETROL,AMT
VITARA BREEZA ZXI AT  |  RS. 1066000  |  31000  KM  ,1151000,23000,2018,SIZZLING RED ,PETROL,AMT
VITARA BREEZA ZXI PLUS AT  |  RS. 1173000  |  24000  KM  ,1066000,31000,2017,PREMIUM SILVER ,PETROL,AMT
VITARA BREEZA ZXI PLUS AT  |  RS. 1221000  |  35000  KM  ,1173000,24000,2018,TORQUE BLUE,PETROL,AMT
VITARA BREEZA ZXI PLUS AT  |  RS. 1174000  |  38000  KM  ,1221000,35000,2017,GRANITE GREY,PETROL,AMT
VITARA BREEZA ZXI PLUS AT  |  RS. 1275000  |  15000  KM  ,1174000,38000,2016, GRANITE GREY WITH AUTUMN ORANGE ROOF,PETROL,AMT
VITARA BREEZA ZXI PLUS AT  |  RS. 1171000  |  18000  KM  ,1275000,15000,2019,SIZZLING RED WITH MIDNIGHT BLACK ROOF,PETROL,AMT
VITARA BREEZA ZXI PLUS AT  |  RS. 1226000  |  29000  KM  ,1171000,18000,2018,AUTUMN ORANGE,PETROL,AMT
VITARA BREEZA ZXI PLUS AT  |  RS. 1176000  |  35000  KM  ,1226000,29000,2017,TORQUE BLUE WITH MIGNIGHT BLACK ROOF,PETROL,AMT
VITARA BREEZA ZXI PLUS AT  |  RS. 1276000  |  17000  KM  ,1176000,35000,2016,SIZZLING RED ,PETROL,AMT
VITARA BREEZA ZXI PLUS AT DUAL TONE  |  RS. 1226000  |  36000  KM  ,1276000,17000,2019,PREMIUM SILVER ,PETROL,AMT
VITARA BREEZA ZXI PLUS AT DUAL TONE  |  RS. 1246000  |  27000  KM  ,1226000,36000,2016,TORQUE BLUE,PETROL,AMT
VITARA BREEZA ZXI PLUS AT DUAL TONE  |  RS. 1351000  |  21000  KM  ,1246000,27000,2017,GRANITE GREY,PETROL,AMT
VITARA BREEZA ZXI PLUS AT DUAL TONE  |  RS. 1300000  |  20000  KM  ,1351000,21000,2019, GRANITE GREY WITH AUTUMN ORANGE ROOF,PETROL,AMT
VITARA BREEZA ZXI PLUS AT DUAL TONE  |  RS. 1356000  |  13000  KM  ,1300000,20000,2018,SIZZLING RED WITH MIDNIGHT BLACK ROOF,PETROL,AMT
VITARA BREEZA ZXI PLUS AT DUAL TONE  |  RS. 1241000  |  28000  KM  ,1356000,13000,2020,AUTUMN ORANGE,PETROL,AMT
VITARA BREEZA ZXI PLUS AT DUAL TONE  |  RS. 1221000  |  39000  KM  ,1241000,28000,2017,TORQUE BLUE WITH MIGNIGHT BLACK ROOF,PETROL,AMT
VITARA BREEZA ZXI PLUS AT DUAL TONE  |  RS. 1381000  |  17000  KM  ,1221000,39000,2016,SIZZLING RED ,PETROL,AMT
CELERIO LXI  |  RS. 291000  |  36000  KM  ,1381000,17000,2019,PREMIUM SILVER ,PETROL,AMT
CELERIO LXI  |  RS. 353000  |  31000  KM  ,291000,36000,2016,ARTIC WHITE,PETROL,MANUAL
CELERIO LXI  |  RS. 379000  |  19000  KM  ,353000,31000,2017,SILKY SILVER,PETROL,MANUAL
CELERIO LXI  |  RS. 391000  |  38000  KM  ,379000,19000,2018,GLISTENING GREY,PETROL,MANUAL
CELERIO LXI  |  RS. 351000  |  37000  KM  ,391000,38000,2016,TANGO ORANGE,PETROL,MANUAL
CELERIO LXI  |  RS. 426000  |  15000  KM  ,351000,37000,2017,TORQUE BLUE,PETROL,MANUAL
CELERIO LXI  |  RS. 381000  |  17000  KM  ,426000,15000,2019,BLAZIN RED,PETROL,MANUAL
CELERIO OPTIONAL  |  RS. 451000  |  12500  KM  ,381000,17000,2018,BLAZING RED,PETROL,MANUAL
CELERIO OPTIONAL  |  RS. 426000  |  13000  KM  ,451000,12500,2020,ARTIC WHITE,PETROL,MANUAL
CELERIO OPTIONAL  |  RS. 311000  |  18000  KM  ,426000,13000,2020,SILKY SILVER,PETROL,MANUAL
CELERIO OPTIONAL  |  RS. 391000  |  16000  KM  ,311000,18000,2018,GLISTENING GREY,PETROL,MANUAL
CELERIO OPTIONAL  |  RS. 361000  |  29000  KM  ,391000,16000,2019,TANGO ORANGE,PETROL,MANUAL
CELERIO OPTIONAL  |  RS. 346000  |  34000  KM  ,361000,29000,2017,TORQUE BLUE,PETROL,MANUAL
CELERIO OPTIONAL  |  RS. 391000  |  20000  KM  ,346000,34000,2016,BLAZIN RED,PETROL,MANUAL
CELERIO VXI  |  RS. 471000  |  15000  KM  ,391000,20000,2019,BLAZING RED,PETROL,MANUAL
CELERIO VXI  |  RS. 356000  |  36000  KM  ,471000,15000,2019,ARTIC WHITE,PETROL,MANUAL
CELERIO VXI  |  RS. 281000  |  29000  KM  ,356000,36000,2016,SILKY SILVER,PETROL,MANUAL
CELERIO VXI  |  RS. 426000  |  24000  KM  ,281000,29000,2017,GLISTENING GREY,PETROL,MANUAL
CELERIO VXI  |  RS. 476000  |  22000  KM  ,426000,24000,2018,TANGO ORANGE,PETROL,MANUAL
CELERIO VXI  |  RS. 376000  |  27000  KM  ,476000,22000,2019,TORQUE BLUE,PETROL,MANUAL
CELERIO VXI  |  RS. 351000  |  38000  KM  ,376000,27000,2017,BLAZIN RED,PETROL,MANUAL
CELERIO VXI OPTIONAL  |  RS. 444600  |  21000  KM  ,351000,38000,2016,BLAZING RED,PETROL,MANUAL
CELERIO VXI OPTIONAL  |  RS. 496000  |  12000  KM  ,444600,21000,2018,ARTIC WHITE,PETROL,MANUAL
CELERIO VXI OPTIONAL  |  RS. 351000  |  39000  KM  ,496000,12000,2020,SILKY SILVER,PETROL,MANUAL
CELERIO VXI OPTIONAL  |  RS. 436000  |  13000  KM  ,351000,39000,2016,GLISTENING GREY,PETROL,MANUAL
CELERIO VXI OPTIONAL  |  RS. 400000  |  29000  KM  ,436000,13000,2019,TANGO ORANGE,PETROL,MANUAL
CELERIO VXI OPTIONAL  |  RS. 481000  |  17000  KM  ,400000,29000,2017,TORQUE BLUE,PETROL,MANUAL
CELERIO VXI OPTIONAL  |  RS. 426000  |  19000  KM  ,481000,17000,2020,BLAZIN RED,PETROL,MANUAL
CELERIO ZXI  |  RS. 437000  |  13000  KM  ,426000,19000,2018,BLAZING RED,PETROL,MANUAL
CELERIO ZXI  |  RS. 498000  |  12000  KM  ,437000,13000,2019,ARTIC WHITE,PETROL,MANUAL
CELERIO ZXI  |  RS. 352000  |  40000  KM  ,498000,12000,2020,SILKY SILVER,PETROL,MANUAL
CELERIO ZXI  |  RS. 438000  |  29000  KM  ,352000,40000,2016,GLISTENING GREY,PETROL,MANUAL
CELERIO ZXI  |  RS. 439000  |  32000  KM  ,438000,29000,2017,TANGO ORANGE,PETROL,MANUAL
CELERIO ZXI  |  RS. 476000  |  19000  KM  ,439000,32000,2017,TORQUE BLUE,PETROL,MANUAL
CELERIO ZXI  |  RS. 451000  |  13000  KM  ,476000,19000,2018,BLAZIN RED,PETROL,MANUAL
CELERIO VXI AMT  |  RS. 356000  |  30000  KM  ,451000,13000,2019,BLAZING RED,PETROL,MANUAL
CELERIO VXI AMT  |  RS. 481000  |  16000  KM  ,356000,30000,2017,ARTIC WHITE,PETROL,AMT
CELERIO VXI AMT  |  RS. 531000  |  13000  KM  ,481000,16000,2019,SILKY SILVER,PETROL,AMT
CELERIO VXI AMT  |  RS. 377000  |  36000  KM  ,531000,13000,2020,GLISTENING GREY,PETROL,AMT
CELERIO VXI AMT  |  RS. 411000  |  19000  KM  ,377000,36000,2016,TANGO ORANGE,PETROL,AMT
CELERIO VXI AMT  |  RS. 351000  |  28000  KM  ,411000,19000,2018,TORQUE BLUE,PETROL,AMT
CELERIO VXI AMT  |  RS. 376000  |  39000  KM  ,351000,28000,2018,BLAZIN RED,PETROL,AMT
CELERIO VXI AMT OPTIONAL  |  RS. 487000  |  30000  KM  ,376000,39000,2016,BLAZING RED,PETROL,AMT
CELERIO VXI AMT OPTIONAL  |  RS. 496000  |  12000  KM  ,487000,30000,2018,ARTIC WHITE,PETROL,AMT
CELERIO VXI AMT OPTIONAL  |  RS. 436000  |  27000  KM  ,496000,12000,2019,SILKY SILVER,PETROL,AMT
CELERIO VXI AMT OPTIONAL  |  RS. 526000  |  13000  KM  ,436000,27000,2017,GLISTENING GREY,PETROL,AMT
CELERIO VXI AMT OPTIONAL  |  RS. 505000  |  16000  KM  ,526000,13000,2020,TANGO ORANGE,PETROL,AMT
CELERIO VXI AMT OPTIONAL  |  RS. 481000  |  31000  KM  ,505000,16000,2019,TORQUE BLUE,PETROL,AMT
CELERIO VXI AMT OPTIONAL  |  RS. 391000  |  36000  KM  ,481000,31000,2018,BLAZIN RED,PETROL,AMT
CELERIO ZXI OPTIONAL  |  RS. 436000  |  40000  KM  ,391000,36000,2016,BLAZING RED,PETROL,AMT
CELERIO ZXI OPTIONAL  |  RS. 451000  |  26000  KM  ,436000,40000,2016,ARTIC WHITE,PETROL,MANUAL
CELERIO ZXI OPTIONAL  |  RS. 476000  |  15000  KM  ,451000,26000,2018,SILKY SILVER,PETROL,MANUAL
CELERIO ZXI OPTIONAL  |  RS. 431000  |  40000  KM  ,476000,15000,2019,GLISTENING GREY,PETROL,MANUAL
CELERIO ZXI OPTIONAL  |  RS. 461000  |  36000  KM  ,431000,40000,2016,TANGO ORANGE,PETROL,MANUAL
CELERIO ZXI OPTIONAL  |  RS. 426000  |  41000  KM  ,461000,36000,2017,TORQUE BLUE,PETROL,MANUAL
CELERIO ZXI OPTIONAL  |  RS. 561000  |  16000  KM  ,426000,41000,2016,BLAZIN RED,PETROL,MANUAL
CELERIO ZXI AMT  |  RS. 511000  |  11000  KM  ,561000,16000,2020,BLAZING RED,PETROL,MANUAL
CELERIO ZXI AMT  |  RS. 379000  |  29000  KM  ,511000,11000,2020,ARTIC WHITE,PETROL,AMT
CELERIO ZXI AMT  |  RS. 376000  |  33000  KM  ,379000,29000,2018,SILKY SILVER,PETROL,AMT
CELERIO ZXI AMT  |  RS. 346000  |  41000  KM  ,376000,33000,2017,GLISTENING GREY,PETROL,AMT
CELERIO ZXI AMT  |  RS. 366000  |  28000  KM  ,346000,41000,2016,TANGO ORANGE,PETROL,AMT
CELERIO ZXI AMT  |  RS. 478000  |  41000  KM  ,366000,28000,2017,TORQUE BLUE,PETROL,AMT
CELERIO ZXI AMT  |  RS. 377000  |  21000  KM  ,478000,41000,2019,BLAZIN RED,PETROL,AMT
CELERIO ZXI AMT OPTIONAL  |  RS. 376000  |  19000  KM  ,377000,21000,2018,BLAZING RED,PETROL,AMT
CELERIO ZXI AMT OPTIONAL  |  RS. 365000  |  30000  KM  ,376000,19000,2018,ARTIC WHITE,PETROL,AMT
CELERIO ZXI AMT OPTIONAL  |  RS. 496000  |  14000  KM  ,365000,30000,2017,SILKY SILVER,PETROL,AMT
CELERIO ZXI AMT OPTIONAL  |  RS. 386000  |  19000  KM  ,496000,14000,2020,GLISTENING GREY,PETROL,AMT
CELERIO ZXI AMT OPTIONAL  |  RS. 481000  |  16000  KM  ,386000,19000,2018,TANGO ORANGE,PETROL,AMT
CELERIO ZXI AMT OPTIONAL  |  RS. 347000  |  37000  KM  ,481000,16000,2019,TORQUE BLUE,PETROL,AMT
CELERIO ZXI AMT OPTIONAL  |  RS. 381000  |  20000  KM  ,347000,37000,2016,BLAZIN RED,PETROL,AMT
CELERIO VXI CNG  |  RS. 431000  |  46000  KM  ,381000,20000,2018,BLAZING RED,PETROL,AMT
CELERIO VXI CNG  |  RS. 472000  |  22000  KM  ,431000,46000,2016,ARTIC WHITE,CNG,MANUAL
CELERIO VXI CNG  |  RS. 469000  |  28000  KM  ,472000,22000,2018,SILKY SILVER,CNG,MANUAL
CELERIO VXI CNG  |  RS. 471000  |  23000  KM  ,469000,28000,2017,GLISTENING GREY,CNG,MANUAL
CELERIO VXI CNG  |  RS. 426000  |  41000  KM  ,471000,23000,2018,TANGO ORANGE,CNG,MANUAL
CELERIO VXI CNG  |  RS. 526000  |  14000  KM  ,426000,41000,2016,TORQUE BLUE,CNG,MANUAL
CELERIO VXI CNG  |  RS. 557000  |  15000  KM  ,526000,14000,2019,BLAZIN RED,CNG,MANUAL
CELERIO VXI CNG OPTIONAL  |  RS. 436000  |  37000  KM  ,557000,15000,2020,BLAZING RED,CNG,MANUAL
CELERIO VXI CNG OPTIONAL  |  RS. 778000  |  11000  KM  ,436000,37000,2017,ARTIC WHITE,CNG,MANUAL
CELERIO VXI CNG OPTIONAL  |  RS. 446000  |  36000  KM  ,778000,11000,2020,SILKY SILVER,CNG,MANUAL
CELERIO VXI CNG OPTIONAL  |  RS. 576000  |  16000  KM  ,446000,36000,2017,GLISTENING GREY,CNG,MANUAL
CELERIO VXI CNG OPTIONAL  |  RS. 426000  |  42000  KM  ,576000,16000,2019,TANGO ORANGE,CNG,MANUAL
CELERIO VXI CNG OPTIONAL  |  RS. 511000  |  20000  KM  ,426000,42000,2016,TORQUE BLUE,CNG,MANUAL
CELERIO VXI CNG OPTIONAL  |  RS. 751000  |  17000  KM  ,511000,20000,2018,BLAZIN RED,CNG,MANUAL
S-PRESSO STD  |  RS. 381000  |  11000  KM  ,751000,17000,2020,BLAZING RED,CNG,MANUAL
S-PRESSO STD  |  RS. 366000  |  15000  KM  ,381000,11000,2020,SOLID FIRE RED,PETROL,MANUAL
S-PRESSO STD  |  RS. 371000  |  16000  KM  ,366000,15000,2020,METALLIC GRAPHITE GREY,PETROL,MANUAL
S-PRESSO STD  |  RS. 316000  |  14000  KM  ,371000,16000,2020,SOLID SUPERIOR WHITE ,PETROL,MANUAL
S-PRESSO STD  |  RS. 380000  |  12000  KM  ,316000,14000,2020,METALLIC SILKY SILVER,PETROL,MANUAL
S-PRESSO STD  |  RS. 376000  |  13000  KM  ,380000,12000,2020,SOLID SIZZLE ORANGE,PETROL,MANUAL
S-PRESSO STD OPTIONAL  |  RS. 388000  |  18000  KM  ,376000,13000,2020,PEARL STARRY BLUE,PETROL,MANUAL
S-PRESSO STD OPTIONAL  |  RS. 386000  |  16000  KM  ,388000,18000,2020,SOLID FIRE RED,PETROL,MANUAL
S-PRESSO STD OPTIONAL  |  RS. 376000  |  15000  KM  ,386000,16000,2020,METALLIC GRAPHITE GREY,PETROL,MANUAL
S-PRESSO STD OPTIONAL  |  RS. 357000  |  14000  KM  ,376000,15000,2020,SOLID SUPERIOR WHITE ,PETROL,MANUAL
S-PRESSO STD OPTIONAL  |  RS. 351000  |  17000  KM  ,357000,14000,2020,METALLIC SILKY SILVER,PETROL,MANUAL
S-PRESSO STD OPTIONAL  |  RS. 393000  |  12000  KM  ,351000,17000,2020,SOLID SIZZLE ORANGE,PETROL,MANUAL
S-PRESSO LXI  |  RS. 433000  |  13000  KM  ,393000,12000,2020,PEARL STARRY BLUE,PETROL,MANUAL
S-PRESSO LXI  |  RS. 470000  |  20000  KM  ,433000,13000,2020,SOLID FIRE RED,PETROL,MANUAL
S-PRESSO LXI  |  RS. 475000  |  17000  KM  ,470000,20000,2020,METALLIC GRAPHITE GREY,PETROL,MANUAL
S-PRESSO LXI  |  RS. 431000  |  11000  KM  ,475000,17000,2020,SOLID SUPERIOR WHITE ,PETROL,MANUAL
S-PRESSO LXI  |  RS. 421000  |  18000  KM  ,431000,11000,2020,METALLIC SILKY SILVER,PETROL,MANUAL
S-PRESSO LXI  |  RS. 416000  |  19000  KM  ,421000,18000,2020,SOLID SIZZLE ORANGE,PETROL,MANUAL
S-PRESSO LXI OPTIONAL  |  RS. 346000  |  17000  KM  ,416000,19000,2020,PEARL STARRY BLUE,PETROL,MANUAL
S-PRESSO LXI OPTIONAL  |  RS. 351000  |  15000  KM  ,346000,17000,2020,SOLID FIRE RED,PETROL,MANUAL
S-PRESSO LXI OPTIONAL  |  RS. 431000  |  12000  KM  ,351000,15000,2020,METALLIC GRAPHITE GREY,PETROL,MANUAL
S-PRESSO LXI OPTIONAL  |  RS. 426000  |  14000  KM  ,431000,12000,2020,SOLID SUPERIOR WHITE ,PETROL,MANUAL
S-PRESSO LXI OPTIONAL  |  RS. 357000  |  19000  KM  ,426000,14000,2020,METALLIC SILKY SILVER,PETROL,MANUAL
S-PRESSO LXI OPTIONAL  |  RS. 375000  |  21000  KM  ,357000,19000,2020,SOLID SIZZLE ORANGE,PETROL,MANUAL
S-PRESSO VXI  |  RS. 388000  |  16000  KM  ,375000,21000,2020,PEARL STARRY BLUE,PETROL,MANUAL
S-PRESSO VXI  |  RS. 391000  |  13000  KM  ,388000,16000,2020,SOLID FIRE RED,PETROL,MANUAL
S-PRESSO VXI  |  RS. 416000  |  14000  KM  ,391000,13000,2020,METALLIC GRAPHITE GREY,PETROL,MANUAL
S-PRESSO VXI  |  RS. 436000  |  22000  KM  ,416000,14000,2020,SOLID SUPERIOR WHITE ,PETROL,MANUAL
S-PRESSO VXI  |  RS. 446000  |  11000  KM  ,436000,22000,2020,METALLIC SILKY SILVER,PETROL,MANUAL
S-PRESSO VXI  |  RS. 389000  |  15000  KM  ,446000,11000,2020,SOLID SIZZLE ORANGE,PETROL,MANUAL
S-PRESSO VXI OPTIONAL  |  RS. 426000  |  22000  KM  ,389000,15000,2020,PEARL STARRY BLUE,PETROL,MANUAL
S-PRESSO VXI OPTIONAL  |  RS. 420000  |  13000  KM  ,426000,22000,2020,SOLID FIRE RED,PETROL,MANUAL
S-PRESSO VXI OPTIONAL  |  RS. 481000  |  11000  KM  ,420000,13000,2020,METALLIC GRAPHITE GREY,PETROL,MANUAL
S-PRESSO VXI OPTIONAL  |  RS. 484000  |  10500  KM  ,481000,11000,2020,SOLID SUPERIOR WHITE ,PETROL,MANUAL
S-PRESSO VXI OPTIONAL  |  RS. 421000  |  15000  KM  ,484000,10500,2020,METALLIC SILKY SILVER,PETROL,MANUAL
S-PRESSO VXI OPTIONAL  |  RS. 411000  |  18000  KM  ,421000,15000,2020,SOLID SIZZLE ORANGE,PETROL,MANUAL
S-PRESSO VXI PLUS  |  RS. 421000  |  13000  KM  ,411000,18000,2020,PEARL STARRY BLUE,PETROL,MANUAL
S-PRESSO VXI PLUS  |  RS. 436000  |  17000  KM  ,421000,13000,2020,SOLID FIRE RED,PETROL,MANUAL
S-PRESSO VXI PLUS  |  RS. 424000  |  16000  KM  ,436000,17000,2020,METALLIC GRAPHITE GREY,PETROL,MANUAL
S-PRESSO VXI PLUS  |  RS. 416000  |  15000  KM  ,424000,16000,2020,SOLID SUPERIOR WHITE ,PETROL,MANUAL
S-PRESSO VXI PLUS  |  RS. 471000  |  12000  KM  ,416000,15000,2020,METALLIC SILKY SILVER,PETROL,MANUAL
S-PRESSO VXI PLUS  |  RS. 457000  |  20000  KM  ,471000,12000,2020,SOLID SIZZLE ORANGE,PETROL,MANUAL
S-PRESSO VXI AT  |  RS. 426000  |  19500  KM  ,457000,20000,2020,PEARL STARRY BLUE,PETROL,MANUAL
S-PRESSO VXI AT  |  RS. 479000  |  11000  KM  ,426000,19500,2020,SOLID FIRE RED,PETROL,AMT
S-PRESSO VXI AT  |  RS. 433000  |  23000  KM  ,479000,11000,2020,METALLIC GRAPHITE GREY,PETROL,AMT
S-PRESSO VXI AT  |  RS. 436000  |  18000  KM  ,433000,23000,2020,SOLID SUPERIOR WHITE ,PETROL,AMT
S-PRESSO VXI AT  |  RS. 466000  |  15000  KM  ,436000,18000,2020,METALLIC SILKY SILVER,PETROL,AMT
S-PRESSO VXI AT  |  RS. 481000  |  10500  KM  ,466000,15000,2020,SOLID SIZZLE ORANGE,PETROL,AMT
S-PRESSO VXI AT OPTIONAL  |  RS. 496000  |  17000  KM  ,481000,10500,2020,PEARL STARRY BLUE,PETROL,AMT
S-PRESSO VXI AT OPTIONAL  |  RS. 516000  |  13000  KM  ,496000,17000,2020,SOLID FIRE RED,PETROL,AMT
S-PRESSO VXI AT OPTIONAL  |  RS. 511000  |  22000  KM  ,516000,13000,2020,METALLIC GRAPHITE GREY,PETROL,AMT
S-PRESSO VXI AT OPTIONAL  |  RS. 491000  |  23000  KM  ,511000,22000,2020,SOLID SUPERIOR WHITE ,PETROL,AMT
S-PRESSO VXI AT OPTIONAL  |  RS. 496000  |  18000  KM  ,491000,23000,2020,METALLIC SILKY SILVER,PETROL,AMT
S-PRESSO VXI AT OPTIONAL  |  RS. 510000  |  12000  KM  ,496000,18000,2020,SOLID SIZZLE ORANGE,PETROL,AMT
S-PRESSO VXI PLUS AT  |  RS. 510000  |  22000  KM  ,510000,12000,2020,PEARL STARRY BLUE,PETROL,AMT
S-PRESSO VXI PLUS AT  |  RS. 496000  |  23000  KM  ,510000,22000,2020,SOLID FIRE RED,PETROL,AMT
S-PRESSO VXI PLUS AT  |  RS. 514000  |  20000  KM  ,496000,23000,2020,METALLIC GRAPHITE GREY,PETROL,AMT
S-PRESSO VXI PLUS AT  |  RS. 516000  |  19000  KM  ,514000,20000,2020,SOLID SUPERIOR WHITE ,PETROL,AMT
S-PRESSO VXI PLUS AT  |  RS. 526000  |  12000  KM  ,516000,19000,2020,METALLIC SILKY SILVER,PETROL,AMT
S-PRESSO VXI PLUS AT  |  RS. 527000  |  10000  KM  ,526000,12000,2020,SOLID SIZZLE ORANGE,PETROL,AMT
S-PRESSO LXI CNG  |  RS. 511000  |  25000  KM  ,527000,10000,2020,PEARL STARRY BLUE,PETROL,AMT
S-PRESSO LXI CNG  |  RS. 516000  |  12000  KM  ,511000,25000,2020,SOLID FIRE RED,CNG,MANUAL
S-PRESSO LXI CNG  |  RS. 526000  |  21000  KM  ,516000,12000,2020,METALLIC GRAPHITE GREY,CNG,MANUAL
S-PRESSO LXI CNG  |  RS. 500000  |  24000  KM  ,526000,21000,2020,SOLID SUPERIOR WHITE ,CNG,MANUAL
S-PRESSO LXI CNG  |  RS. 496000  |  23000  KM  ,500000,24000,2020,METALLIC SILKY SILVER,CNG,MANUAL
S-PRESSO LXI CNG  |  RS. 512000  |  20000  KM  ,496000,23000,2020,SOLID SIZZLE ORANGE,CNG,MANUAL
S-PRESSO LXI CNG OPTIONAL  |  RS. 522000  |  11000  KM  ,512000,20000,2020,PEARL STARRY BLUE,CNG,MANUAL
S-PRESSO LXI CNG OPTIONAL  |  RS. 524000  |  15000  KM  ,522000,11000,2020,SOLID FIRE RED,CNG,MANUAL
S-PRESSO LXI CNG OPTIONAL  |  RS. 522000  |  17000  KM  ,524000,15000,2020,METALLIC GRAPHITE GREY,CNG,MANUAL
S-PRESSO LXI CNG OPTIONAL  |  RS. 521000  |  12000  KM  ,522000,17000,2020,SOLID SUPERIOR WHITE ,CNG,MANUAL
S-PRESSO LXI CNG OPTIONAL  |  RS. 476000  |  16000  KM  ,521000,12000,2020,METALLIC SILKY SILVER,CNG,MANUAL
S-PRESSO LXI CNG OPTIONAL  |  RS. 474000  |  24000  KM  ,476000,16000,2020,SOLID SIZZLE ORANGE,CNG,MANUAL
S-PRESSO VXI CNG  |  RS. 546000  |  27000  KM  ,474000,24000,2020,PEARL STARRY BLUE,CNG,MANUAL
S-PRESSO VXI CNG  |  RS. 511000  |  24000  KM  ,546000,27000,2020,SOLID FIRE RED,CNG,MANUAL
S-PRESSO VXI CNG  |  RS. 531000  |  23000  KM  ,511000,24000,2020,METALLIC GRAPHITE GREY,CNG,MANUAL
S-PRESSO VXI CNG  |  RS. 546000  |  13000  KM  ,531000,23000,2020,SOLID SUPERIOR WHITE ,CNG,MANUAL
S-PRESSO VXI CNG  |  RS. 526000  |  22000  KM  ,546000,13000,2020,METALLIC SILKY SILVER,CNG,MANUAL
S-PRESSO VXI CNG  |  RS. 513000  |  20000  KM  ,526000,22000,2020,SOLID SIZZLE ORANGE,CNG,MANUAL
S-PRESSO VXI CNG OPTIONAL  |  RS. 571000  |  12000  KM  ,513000,20000,2020,PEARL STARRY BLUE,CNG,MANUAL
S-PRESSO VXI CNG OPTIONAL  |  RS. 514000  |  22000  KM  ,571000,12000,2020,SOLID FIRE RED,CNG,MANUAL
S-PRESSO VXI CNG OPTIONAL  |  RS. 546000  |  28000  KM  ,514000,22000,2020,METALLIC GRAPHITE GREY,CNG,MANUAL
